GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1014030372,39:43.6,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,5,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,11/16/2020,11:00:00,obsr769077,S76423261,Traveling,P22,EBIRD,300,3,,1,1,G5938232,1,1,0,,around ranch house and along path to Tiniji,
URN:CornellLabOfOrnithology:EBIRD:OBS240099531,3/30/2017 15:11,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/29/2003,,obsr437205,S17468170,Historical,P62,EBIRD,,,,1,1,,0,1,0,,,6
URN:CornellLabOfOrnithology:EBIRD:OBS869033043,2/23/2020 8:20,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,4/12/2007,6:00:00,obsr853098,S64895032,Traveling,P22,EBIRD,720,8.047,,3,1,,0,1,0,,Rick and Emer. includes various roadside stops,
URN:CornellLabOfOrnithology:EBIRD:OBS713847172,2/21/2019 12:34,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Nova Ponte Area,L8667510,P,-19.1547982,-47.6975868,6/7/2009,6:00:00,obsr552851,S52995378,Historical,P62,EBIRD,180,,,3,0,,1,1,0,,Birding with Dimas Pioli,
URN:CornellLabOfOrnithology:EBIRD:OBS854638482,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/2/2011,8:55:00,obsr973969,S63664380,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS822000959,5/23/2020 22:45,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/1/2014,16:08:00,obsr49359,S61010721,Historical,P62,EBIRD,332,,,,1,,0,1,0,,,"1 macho adulto, 2 machos inmaduros, 3 hembras."
URN:CornellLabOfOrnithology:EBIRD:OBS822009242,5/23/2020 22:45,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/2/2014,8:29:00,obsr49359,S61011333,Historical,P62,EBIRD,600,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS357828545,11/16/2020 13:56,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,11/9/2015,6:15:00,obsr619119,S26184223,Traveling,P22,EBIRD,360,5,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS350129241,11/21/2015 13:08,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Parque da Canastra plateau  5,L3976698,P,-20.22293,-46.46374,10/27/2015,11:00:00,obsr17450,S25568902,Stationary,P21,EBIRD,30,,,5,1,,1,1,0,,Submitted from  BirdLog SA for Android v1.9.6,Photo: yes
URN:CornellLabOfOrnithology:EBIRD:OBS428825346,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,8/25/2016,9:00:00,obsr619119,S31506304,Traveling,P22,EBIRD,780,15,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS431505323,2/7/2019 20:43,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,9/22/2016,15:50:00,obsr518172,S31710018,Stationary,P21,EBIRD_BRA,29,,,5,1,G2147866,0,1,0,,<br>Enviada de eBird Android 1.3,3 casais
URN:CornellLabOfOrnithology:EBIRD:OBS386644084,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,3/26/2016,8:00:00,obsr619119,S28613003,Incidental,P20,EBIRD,,,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS422087002,8/6/2016 22:14,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Estrada para a Fazenda Firmeza,L3599845,H,-14.2964824,-47.4933922,5/14/2016,6:00:00,obsr522970,S30999590,Traveling,P22,EBIRD,240,3,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS457816047,2/7/2019 20:43,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,9/22/2016,15:50:00,obsr610619,S33719600,Stationary,P21,EBIRD_BRA,29,,,5,1,G2147866,0,1,0,,,3 casais
URN:CornellLabOfOrnithology:EBIRD:OBS530883644,9/7/2017 14:33,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,8/10/2017,8:00:00,obsr262834,S39051585,Traveling,P22,EBIRD,720,30,,3,1,G2588954,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS526085128,8/19/2017 20:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,8/10/2017,8:00:00,obsr57052,S38696186,Traveling,P22,EBIRD,720,30,,3,1,G2588954,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS524543890,8/18/2017 6:54,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,8/10/2017,8:00:00,obsr561591,S38581702,Traveling,P22,EBIRD,720,30,,3,1,G2588954,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS558308290,11/30/2018 19:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Cabeceiras do rio Uberabinha,L5294086,P,-19.3645956,-47.9159689,12/14/2017,6:00:00,obsr620877,S41170896,Historical,P62,EBIRD,480,3,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS824747260,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,7/20/2018,7:15:00,obsr958176,S61210562,Historical,P62,EBIRD,618,,,1,1,,1,1,0,,Para registro pessoal e das espécies no local.,
URN:CornellLabOfOrnithology:EBIRD:OBS653873688,10/28/2020 7:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)",L6215882,P,-23.768108,-56.3334073,8/17/2018,15:30:00,obsr101311,S48266803,Traveling,P22,EBIRD_PRY,180,5,,5,1,G3429926,1,1,1,,,one very close and GV male; sex about 2 males and 4 females
URN:CornellLabOfOrnithology:EBIRD:OBS668992860,6/9/2019 12:19,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 3,L8054676,P,-20.200149,-46.572682,10/21/2018,12:57:00,obsr527452,S49352547,Traveling,P22,EBIRD,25,1.207,,6,1,G3567384,1,1,0,,Tanager spot,
URN:CornellLabOfOrnithology:EBIRD:OBS674004071,6/9/2019 12:19,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 3,L8054676,P,-20.200149,-46.572682,10/21/2018,12:57:00,obsr431216,S49724817,Traveling,P22,EBIRD,25,1.207,,6,1,G3567384,1,1,0,,Tanager spot,
URN:CornellLabOfOrnithology:EBIRD:OBS652888766,10/28/2020 7:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)",L6215882,P,-23.768108,-56.3334073,8/17/2018,15:30:00,obsr51532,S48193034,Traveling,P22,EBIRD_PRY,180,5,,5,1,G3429926,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS652853294,10/28/2020 7:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)",L6215882,P,-23.768108,-56.3334073,8/17/2018,15:30:00,obsr538107,S48188581,Traveling,P22,EBIRD_PRY,180,5,,5,1,G3429926,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS674042654,6/9/2019 12:19,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 3,L8054676,P,-20.200149,-46.572682,10/21/2018,12:57:00,obsr306217,S49727435,Traveling,P22,EBIRD,25,1.207,,6,1,G3567384,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS653084832,10/28/2020 7:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Forestadora Río Verde  San Pedro, PY (-23,768, -56,333)",L6215882,P,-23.768108,-56.3334073,8/17/2018,15:30:00,obsr88741,S48208702,Traveling,P22,EBIRD_PRY,180,5,,5,1,G3429926,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS618720782,6/2/2018 16:41,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Serra da Canastra - parte alta,L7416394,P,-20.29789,-46.519041,5/14/2018,6:43:00,obsr553166,S45725500,Incidental,P20,EBIRD,,,,3,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS673978690,6/9/2019 12:19,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,P ,C3,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra National Park- roadside stop 3,L8054676,P,-20.200149,-46.572682,10/21/2018,12:57:00,obsr402712,S49722897,Traveling,P22,EBIRD,25,1.207,,6,1,G3567384,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS831711499,11/27/2019 15:18,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-14,1462,-47,6276)",L10197228,P,-14.146241,-47.627622,11/25/2019,11:46:00,obsr679345,S61740308,Stationary,P21,EBIRD_BRA,15,,,2,1,G4701442,0,1,0,,,"2 MA, 1 FA, 3JI"
URN:CornellLabOfOrnithology:EBIRD:OBS826589207,11/10/2019 18:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,BR-GO-Acesso Bona Espero,L10138779,P,-14.161913,-47.630931,11/10/2019,6:55:00,obsr499416,S61346120,Traveling,P22,EBIRD,118,9.903,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS807945623,10/9/2019 18:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/21/2019,5:53:00,obsr199620,S59987808,Traveling,P22,EBIRD,390,8.047,,4,1,G4526374,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS832482111,11/27/2019 15:18,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-14,1462,-47,6276)",L10197228,P,-14.146241,-47.627622,11/25/2019,11:46:00,obsr973969,S61800138,Stationary,P21,EBIRD_BRA,15,,,2,1,G4701442,0,1,0,,,"2 MA, 1 FA, 3JI"
URN:CornellLabOfOrnithology:EBIRD:OBS820708718,10/25/2019 14:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/21/2019,5:53:00,obsr203281,S60917782,Traveling,P22,EBIRD,390,8.047,,4,1,G4526374,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS830070823,4/11/2020 10:28,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,6,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,11/19/2019,14:02:00,obsr122172,S61614797,Traveling,P22,EBIRD,180,33.796,,4,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS640138139,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,10/26/2016,8:00:00,obsr3541,S47189644,Traveling,P22,EBIRD,660,16.093,,10,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS403908489,5/16/2016 17:09,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"Parque Nacional Das Emas, Mineiros,  Goiás ",L4609778,P,-17.57483,-52.5494756,5/14/2016,6:54:00,obsr754571,S29715134,Traveling,P22,EBIRD,216,19.999,,11,1,,0,1,0,,<br />Enviada de eBird Android 1.0.4,
URN:CornellLabOfOrnithology:EBIRD:OBS544491508,8/8/2019 10:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,"Female, Adult (1); Male, Adult (6)",Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,10/25/2017,6:35:00,obsr497778,S40130836,Traveling,P22,EBIRD,610,24.14,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS710280476,9/25/2019 18:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Lagoa do Cajueiro estrada central,L8608103,P,-14.9276544,-43.9215491,11/11/2018,5:55:00,obsr513345,S52683268,Stationary,P21,EBIRD,240,,,3,1,G3855870,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS710413873,11/1/2020 13:31,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Lagoa do Cajueiro estrada central,L8608103,P,-14.9276544,-43.9215491,11/11/2018,5:55:00,obsr655821,S52697140,Stationary,P21,EBIRD,240,,,3,1,G3855870,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS834069598,11/1/2020 13:31,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Lagoa do Cajueiro estrada central,L8608103,P,-14.9276544,-43.9215491,11/11/2018,5:55:00,obsr518172,S61923814,Stationary,P21,EBIRD,240,,,3,1,G3855870,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS669559101,10/23/2018 10:54,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/22/2018,6:04:00,obsr536027,S49393983,Traveling,P22,EBIRD,361,40,,8,1,,0,1,0,,Guiando birders em viagem organizada pela empresa Ventures Birding Tours e Birding Pantanal. Uma única lista para o trajeto realizado da portaria de São Roque até a portaria de São João Batista da Serra da Canastra.,
URN:CornellLabOfOrnithology:EBIRD:OBS858196427,1/31/2020 5:19,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,7,,,,Brazil,BR,Goiás,BR-GO,,,,,,,PARNA EMAS,L9919496,P,-17.9214715,-53.0051817,10/10/2019,8:06:00,obsr621555,S63957324,Traveling,P22,EBIRD,180,10,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS390078158,4/10/2016 16:33,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/5/1998,,obsr351820,S28863013,Historical,P62,EBIRD,,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS485114296,5/23/2020 22:45,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/21/2009,5:09:00,obsr623670,S35921463,Traveling,P22,EBIRD,374,8,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS264398791,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,7/13/2014,7:30:00,obsr160876,S19159960,Traveling,P22,EBIRD,660,10,,2,1,,0,1,0,,"Day of birding and travelling. Left field station by boat to Barba Azul island, travelled by horse 8 km to Forest island 8B to set up camp, and birded along Rio Tiniji in the afternoon until sundown.","Two family groups seen in Barba Azul Este, between lake and forest island 8B, one w/ 5 ind. the other 3."
URN:CornellLabOfOrnithology:EBIRD:OBS287623975,10/24/2016 10:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,12/26/2014,6:30:00,obsr517096,S21070716,Incidental,P20,EBIRD,,,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS349650391,33:09.8,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,10/20/2015,5:30:00,obsr142759,S25535905,Traveling,P22,EBIRD,825,4.828,,13,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS359767765,3/9/2020 13:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,12/18/2015,7:40:00,obsr403476,S26355772,Traveling,P22,EBIRD,600,24.999,,5,1,G1503079,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS359766722,3/9/2020 13:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,12/18/2015,7:40:00,obsr601130,S26355634,Traveling,P22,EBIRD,600,24.999,,5,1,G1503079,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS819618364,5/18/2020 12:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2019,5:28:00,obsr529524,S60836604,Traveling,P22,EBIRD_BCN,825,23.83,,3,1,G5128447,0,1,0,,5:00 Sortim de casa. 5:28 passem centre visitants. 6:33 arribem sobre cascada d'Anta.-9:47 Deixem la cascada-2/4 de 3 tornem a cascada.-18:21 marxem,O més mascles amb el seu plomatge i vol espectacular.
URN:CornellLabOfOrnithology:EBIRD:OBS820708894,10/25/2019 14:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/23/2019,7:48:00,obsr203281,S60917792,Traveling,P22,EBIRD,236,8.047,,4,1,G4531241,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS885123803,5/18/2020 12:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/21/2019,5:28:00,obsr539681,S66331499,Traveling,P22,EBIRD_BCN,825,23.83,,3,1,G5128447,0,1,0,,5:00 Sortim de casa. 5:28 passem centre visitants. 6:33 arribem sobre cascada d'Anta.-9:47 Deixem la cascada-2/4 de 3 tornem a cascada.-18:21 marxem,O més mascles amb el seu plomatge i vol espectacular.
URN:CornellLabOfOrnithology:EBIRD:OBS795055278,5/23/2020 13:59,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,8/14/2019,6:00:00,obsr623262,S59010606,Traveling,P22,EBIRD,320,64.374,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS808861381,9/23/2019 19:40,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/23/2019,7:48:00,obsr199620,S60054860,Traveling,P22,EBIRD,236,8.047,,4,1,G4531241,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS833492360,11/16/2020 13:56,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,11/4/2019,5:35:00,obsr29084,S61879814,Traveling,P22,EBIRD_PNW,305,5.2,,6,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS1033168864,18:01.8,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,11/4/2019,,obsr647392,S77788062,Historical,P62,EBIRD,540,,,6,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS896424481,9/23/2020 10:46,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L11175827,H,-18.1223603,-52.908783,9/28/2019,6:00:00,obsr1312265,S67338715,Traveling,P22,EBIRD,720,60,,8,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS854073852,5/23/2020 13:59,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/17/2019,11:20:00,obsr623262,S63613878,Traveling,P22,EBIRD,20,5,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS897822987,4/19/2020 2:09,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Serra da Canastra between Casca Danta & Nascente Rio Sao fransis,L11191972,P,-20.2597625,-46.5489287,10/7/2019,6:20:00,obsr1312265,S67444289,Traveling,P22,EBIRD,480,40,,8,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS843944156,12/30/2019 9:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,8,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"MG-341, Minas Gerais, BR (-20,15, -46,833)",L10374583,P,-20.1498577,-46.8330848,12/29/2019,15:16:00,obsr623995,S62770305,Traveling,P22,EBIRD,13,0.23,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS509204577,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,9,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,6/17/2006,7:00:00,obsr110288,S37456163,Historical,P62,EBIRD,600,,,7,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS348300028,10/24/2016 10:02,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,9,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,10/17/2015,6:15:00,obsr312212,S25446203,Traveling,P22,EBIRD,285,20,,14,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS463639394,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,9,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Onbekende Locatie - -13,493x-66,349 - 30 jan. 2017 2:30 PM",L5410480,P,-13.4926487,-66.3488155,1/30/2017,14:30:00,obsr619119,S34196991,Traveling,P22,EBIRD,30,3,,1,0,,0,1,0,,,2 male; 5 female/juvenil 
URN:CornellLabOfOrnithology:EBIRD:OBS837317217,7/19/2020 13:48,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,9,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,12/9/2019,6:00:00,obsr919655,S62246162,Traveling,P22,EBIRD,480,20,,4,1,,0,1,0,,,
